1361115000,1361158200,laptop,0
1361115000,1361158200,monitor,0
1361115000,1361140200,speakers,0
1361115000,1381382100,server,0
1361117700,1381382100,aggregate,0
1361117700,1368268200,router,0
1361183400,1361239200,laptop,0
1361183400,1361239200,monitor,0
1361183400,1361239200,speakers,0
1361268000,1361322000,laptop,1
1361268000,1361322000,monitor,1
1361268900,1361292300,speakers,1
1361305800,1361322000,speakers,2
1361354400,1361365200,laptop,2
1361354400,1361365200,monitor,2
1361355300,1361365200,speakers,2
1361397600,1361411100,laptop,3
1361397600,1361411100,monitor,3
1361442600,1361497500,laptop,3
1361442600,1361497500,monitor,3
1361448000,1361641500,speakers,3
1361527200,1361590200,laptop,4
1361527200,1361590200,monitor,4
1361617200,1361676600,laptop,5
1361617200,1361641500,monitor,5
1361659500,1361676600,monitor,6
1361702700,1361761200,monitor,6
1361703600,1361761200,laptop,6
1361720700,1361799000,speakers,7
1361790900,1361799000,laptop,7
1361790900,1361799000,monitor,7
1361822400,1361835000,laptop,8
1361822400,1361835000,monitor,8
1361875500,1361892600,laptop,8
1361875500,1361892600,monitor,8
1361875500,1361881800,speakers,8
1361893500,1361925900,laptop,9
1361893500,1361925900,monitor,9
1361895300,1361925900,speakers,9
1361960100,1362015900,laptop,9
1361960100,1362015900,monitor,9
1361967300,1362058200,speakers,9
1362044700,1362058200,laptop,10
1362044700,1362058200,monitor,10
1362086100,1362097800,laptop,11
1362086100,1362097800,monitor,11
1362127500,1362129300,laptop,11
1362167100,1362173400,laptop,12
1362171600,1362173400,monitor,12
1362177000,1362181500,laptop,12
1362177900,1362181500,monitor,12
1362343500,1362349800,laptop,14
1362343500,1362349800,monitor,14
1362389400,1362451500,laptop,14
1362389400,1362451500,monitor,14
1362390300,1362526200,speakers,14
1362476700,1362479400,laptop,15
1362520800,1362526200,laptop,16
1362520800,1362526200,monitor,16
1362607200,1362624300,laptop,17
1362607200,1362624300,monitor,17
1362648600,1362664800,laptop,17
1362648600,1362665700,monitor,17
1362654000,1362700800,speakers,17
1362692700,1362700800,laptop,18
1362692700,1362700800,monitor,18
1362735000,1362736800,laptop,18
1362735000,1362736800,monitor,18
1362780900,1362799800,laptop,19
1362780900,1362799800,monitor,19
1362822300,1362885300,laptop,19
1362822300,1362861000,monitor,19
1362849300,1363130100,speakers,20
1362861900,1362885300,monitor,20
1362952800,1362973500,laptop,21
1362952800,1362973500,monitor,21
1362997800,1363014000,monitor,21
1362998700,1363058100,laptop,21
1363015800,1363058100,monitor,22
1363084200,1363134600,laptop,22
1363084200,1363134600,monitor,22
1363169700,1363174200,laptop,23
1363169700,1363174200,monitor,23
1363170600,1363174200,speakers,23
1363180500,1363181400,laptop,23
1363212000,1363223700,laptop,24
1363212000,1363223700,monitor,24
1363253400,1363257000,laptop,24
1363253400,1363259700,monitor,24
1363257900,1363259700,laptop,24
1363372200,1363383900,monitor,26
1363382100,1363389300,laptop,26
1363438800,1363482900,monitor,26
1363439700,1363482900,laptop,26
1363439700,1363520700,speakers,26
1363565700,1363571100,laptop,28
1363565700,1363571100,monitor,28
1363596300,1363598100,laptop,28
1363596300,1363598100,monitor,28
1363619700,1363620600,laptop,28
1363644000,1363661100,laptop,29
1363644000,1363661100,monitor,29
1363684500,1363686300,laptop,29
1363684500,1363686300,monitor,29
1363715100,1363756500,laptop,30
1363715100,1363756500,monitor,30
1363778100,1363790700,laptop,30
1363778100,1363788000,monitor,30
1363785300,1363799700,speakers,30
1363788900,1363790700,monitor,30
1363801500,1363824900,laptop,31
1363801500,1363824900,monitor,31
1363801500,1363824900,speakers,31
1363856400,1363912200,laptop,31
1363856400,1363912200,monitor,31
1363869900,1363912200,speakers,31
1363936500,1363997700,laptop,32
1363936500,1363952700,monitor,32
1363950000,1363997700,speakers,32
1363962600,1363963500,monitor,32
1363979700,1363997700,monitor,33
1364039100,1364165100,laptop,33
1364039100,1364060700,monitor,33
1364040000,1364083200,speakers,33
1364061600,1364067900,monitor,34
1364068800,1364083200,monitor,34
1364117400,1364149800,monitor,34
1364117400,1364165100,speakers,34
1364151600,1364165100,monitor,35
1364203800,1364258700,laptop,35
1364203800,1364219100,monitor,35
1364205600,1364429700,speakers,35
1364220000,1364258700,monitor,35
1364289300,1364290200,laptop,36
1364289300,1364291100,monitor,36
1364328000,1364335200,laptop,37
1364328000,1364335200,monitor,37
1364376600,1364429700,laptop,37
1364376600,1364429700,monitor,37
1364461200,1364525100,laptop,38
1364461200,1364525100,monitor,38
1364461200,1364507100,speakers,38
1364553900,1364613300,laptop,39
1364553900,1364584500,monitor,39
1364558400,1364768100,speakers,39
1364586300,1364613300,monitor,40
1364646600,1364697000,laptop,40
1364646600,1364652900,monitor,40
1364657400,1364697000,monitor,41
1364726700,1364783400,laptop,41
1364726700,1364783400,monitor,41
1364810400,1364864400,laptop,42
1364810400,1364828400,monitor,42
1364826600,1364853600,speakers,42
1364831100,1364834700,monitor,43
1364839200,1364864400,monitor,43
1364897700,1364951700,laptop,43
1364897700,1364951700,monitor,43
1364897700,1364944500,speakers,43
1364980500,1365030900,laptop,44
1364980500,1365006600,monitor,44
1364981400,1365030900,speakers,44
1365007500,1365021000,monitor,45
1365021900,1365031800,monitor,45
1365067800,1365078600,laptop,45
1365067800,1365078600,monitor,45
1365068700,1365159600,speakers,45
1365094800,1365117300,laptop,46
1365094800,1365118200,monitor,46
1365156900,1365159600,laptop,46
1365156900,1365159600,monitor,46
1365449400,1365461100,laptop,50
1365449400,1365461100,monitor,50
1365496200,1366153200,laptop,50
1365496200,1366153200,monitor,50
1366145100,1366153200,speakers,58
1366146900,1366147800,running_machine,58
1366146900,1366148700,laptop2,58
1366146900,1369234800,server_hdd,58
1366185600,1366189200,laptop,58
1366185600,1366189200,monitor,58
1366210800,1366238700,laptop,58
1366210800,1366238700,monitor,58
1366211700,1366235100,speakers,58
1366218000,1366220700,rice_cooker,59
1366221600,1366222500,rice_cooker,59
1366226100,1366231500,laptop2,59
1366271100,1366275600,laptop,59
1366271100,1366275600,monitor,59
1366299000,1366326900,laptop,60
1366299000,1366321500,monitor,60
1366299900,1366321500,speakers,60
1366312500,1366318800,laptop2,60
1366322400,1366326900,monitor,60
1366362000,1366372800,laptop,60
1366362000,1366373700,monitor,60
1366366500,1366372800,speakers,60
1366386300,1366387200,laptop2,61
1366388100,1366412400,laptop,61
1366388100,1366413300,monitor,61
1366388100,1366408800,speakers,61
1366398900,1366407900,laptop2,61
1366446600,1366499700,laptop,61
1366446600,1366499700,monitor,61
1366447500,1366495200,speakers,61
1366485300,1366495200,laptop2,62
1366528500,1366584300,laptop,62
1366528500,1366573500,monitor,62
1366533900,1366536600,laptop2,62
1366548300,1366553700,laptop2,62
1366560900,1366582500,speakers,63
1366563600,1366565400,rice_cooker,63
1366574400,1366584300,monitor,63
1366575300,1366586100,laptop2,63
1366613100,1366656300,monitor,63
1366614000,1366634700,laptop2,63
1366614000,1366673400,laptop,63
1366632900,1366662600,speakers,63
1366639200,1366643700,laptop2,63
1366642800,1366648200,running_machine,63
1366644600,1366650000,laptop2,64
1366655400,1366657200,running_machine,64
1366658100,1366662600,laptop2,64
1366658100,1366662600,monitor,64
1366663500,1366673400,monitor,64
1366685100,1366686900,speakers,64
1366691400,1366692300,speakers,64
1366701300,1366758900,monitor,64
1366702200,1366758900,laptop,64
1366703100,1366708500,laptop2,64
1366708500,1366886700,running_machine,64
1366709400,1366719300,laptop2,64
1366712100,1366757100,speakers,64
1366724700,1366730100,laptop2,64
1366754400,1366757100,laptop2,65
1366781400,1366782300,laptop2,65
1366784100,1366795800,monitor,65
1366785000,1366795800,laptop,65
1366787700,1366796700,laptop2,65
1366809300,1366813800,laptop2,65
1366809300,1366820100,monitor,65
1366810200,1366842600,laptop,65
1366811100,1366838100,speakers,65
1366815600,1366818300,rice_cooker,65
1366821000,1366843500,monitor,66
1366872300,1366932600,laptop,66
1366872300,1366932600,monitor,66
1366875900,1366884900,laptop2,66
1366887600,1366928100,speakers,66
1366896600,1366901100,laptop2,66
1366912800,1366921800,laptop2,67
1366956900,1367015400,laptop,67
1366956900,1367015400,monitor,67
1366957800,1366961400,laptop2,67
1366962300,1366968600,laptop2,67
1366973100,1366989300,speakers,67
1366974900,1366989300,laptop2,67
1367002800,1367011800,laptop2,68
1367002800,1367010000,speakers,68
1367045100,1367103600,laptop,68
1367045100,1367055000,monitor,68
1367046900,1367061300,laptop2,68
1367057700,1367103600,monitor,68
1367064000,1367077500,laptop2,68
1367075700,1367078400,running_machine,68
1367079300,1367095500,speakers,69
1367081100,1367082900,rice_cooker,69
1367085600,1367099100,laptop2,69
1367127000,1367186400,laptop,69
1367127000,1367151300,monitor,69
1367132400,1367152200,laptop2,69
1367154000,1367156700,laptop2,69
1367154000,1367186400,monitor,69
1367164800,1367186400,speakers,70
1367175600,1367181900,laptop2,70
1367211600,1367217000,laptop,70
1367211600,1367217000,monitor,70
1367231400,1367242200,laptop2,70
1367236800,1367273700,laptop,70
1367236800,1367273700,monitor,70
1367241300,1367271900,speakers,70
1367245800,1367253000,laptop2,70
1367262900,1367266500,laptop2,71
1367304300,1367325000,laptop,71
1367304300,1367325900,monitor,71
1367305200,1367325000,speakers,71
1367336700,1367357400,monitor,72
1367337600,1367357400,laptop,72
1367337600,1367357400,speakers,72
1367341200,1367343900,rice_cooker,72
1367348400,1367352900,laptop2,72
1367386200,1367387100,laptop2,72
1367388000,1367392500,laptop2,72
1367388000,1367389800,monitor,72
1367388900,1367389800,laptop,72
1367406900,1367410500,laptop2,72
1367412300,1367446500,monitor,72
1367413200,1367446500,laptop,72
1367414100,1367434800,speakers,72
1367427600,1367430300,rice_cooker,73
1367434800,1367437500,laptop2,73
1367438400,1367439300,laptop2,73
1367475300,1367533800,laptop,73
1367475300,1367518500,monitor,73
1367519400,1367533800,monitor,74
1367562600,1367619300,laptop,74
1367562600,1367582400,monitor,74
1367584200,1367620200,monitor,74
1367585100,1367619300,speakers,74
1367648100,1367704800,laptop,75
1367648100,1367690400,monitor,75
1367685000,1367687700,rice_cooker,76
1367691300,1367704800,monitor,76
1367731800,1367744400,monitor,76
1367732700,1367791200,laptop,76
1367746200,1367775000,monitor,76
1367762400,1367766000,running_machine,76
1367776800,1367791200,monitor,77
1367817300,1367848800,monitor,77
1367818200,1367875800,laptop,77
1367848800,1367865900,running_machine,77
1367849700,1367860500,monitor,77
1367863200,1367876700,monitor,78
1367864100,1367873100,speakers,78
1367903700,1367908200,laptop,78
1367903700,1367908200,monitor,78
1367929800,1368010800,laptop,78
1367930700,1367932500,monitor,78
1367935200,1367947800,monitor,78
1367941500,1368095400,running_machine,79
1367944200,1367946900,rice_cooker,79
1367950500,1367961300,monitor,79
1367950500,1367961300,speakers,79
1367993700,1368010800,monitor,79
1368033300,1368046800,laptop,80
1368033300,1368035100,monitor,80
1368036000,1368046800,monitor,80
1368082800,1368136800,laptop,80
1368082800,1368136800,monitor,80
1368083700,1368116100,speakers,80
1368117900,1368120600,rice_cooker,81
1368166500,1368178200,laptop,81
1368166500,1368178200,monitor,81
1368202500,1368222300,laptop,82
1368202500,1368222300,monitor,82
1368203400,1368222300,speakers,82
1368254700,1368310500,laptop,82
1368254700,1368276300,monitor,82
1368269100,1377329400,router,82
1368277200,1368287100,monitor,82
1368286200,1368289800,running_machine,83
1368288000,1368310500,monitor,83
1368288900,1368299700,speakers,83
1368339300,1368395100,laptop,83
1368339300,1368368100,monitor,83
1368367200,1368459000,running_machine,83
1368369000,1368378900,monitor,83
1368375300,1368378000,rice_cooker,84
1368380700,1368395100,monitor,84
1368422100,1368426600,laptop,84
1368422100,1368427500,monitor,84
1368448200,1368479700,laptop,84
1368448200,1368451800,monitor,84
1368454500,1368461700,monitor,84
1368460800,1368462600,running_machine,85
1368462600,1368464400,monitor,85
1368467100,1368479700,monitor,85
1368511200,1368568800,laptop,85
1368511200,1368539100,monitor,85
1368538200,1368540900,running_machine,85
1368540000,1368549900,monitor,85
1368550800,1368554400,monitor,86
1368555300,1368569700,monitor,86
1368597600,1368654300,laptop,86
1368597600,1368638100,monitor,86
1368627300,1369066500,running_machine,86
1368633600,1368636300,rice_cooker,87
1368640800,1368654300,monitor,87
1369066500,1369098900,laptop,92
1369066500,1369098900,monitor,92
1369066500,1369090800,speakers,92
1369084500,1377330300,modem,92
1369086300,1369087200,fridge,92
1369089000,1369089900,fridge,92
1369091700,1369092600,fridge,92
1369094400,1369095300,fridge,92
1369096200,1369098000,fridge,92
1369098900,1369099800,fridge,92
1369101600,1369102500,fridge,92
1369104300,1369105200,fridge,92
1369107000,1369107900,fridge,92
1369108800,1369110600,fridge,92
1369111500,1369112400,fridge,92
1369114200,1369115100,fridge,92
1369116900,1369117800,fridge,92
1369119600,1369120500,fridge,92
1369122300,1369123200,fridge,92
1369124100,1369125000,fridge,92
1369125000,1369176300,laptop,92
1369125000,1369156500,monitor,92
1369126800,1369127700,fridge,92
1369129500,1369130400,fridge,92
1369132200,1369133100,fridge,92
1369134900,1369156500,speakers,92
1369135800,1369136700,microwave,92
1369136700,1369137600,fridge,92
1369139400,1369140300,fridge,92
1369142100,1369143000,fridge,92
1369144800,1369145700,fridge,92
1369146600,1369147500,fridge,92
1369149300,1369150200,fridge,92
1369152000,1369152900,fridge,93
1369154700,1369155600,fridge,93
1369156500,1369158300,fridge,93
1369158300,1369159200,microwave,93
1369158300,1369159200,toaster,93
1369159200,1369160100,fridge,93
1369159200,1369160100,monitor,93
1369161900,1369162800,fridge,93
1369162800,1369177200,monitor,93
1369163700,1369164600,fridge,93
1369163700,1369165500,speakers,93
1369164600,1369168200,dish_washer,93
1369166400,1369167300,fridge,93
1369167300,1369170000,laptop2,93
1369169100,1369170000,fridge,93
1369170900,1369172700,laptop2,93
1369170900,1369171800,fridge,93
1369172700,1369173600,microwave,93
1369173600,1369174500,fridge,93
1369176300,1369177200,fridge,93
1369178100,1369179000,fridge,93
1369180800,1369181700,fridge,93
1369185300,1369186200,fridge,93
1369188000,1369188900,fridge,93
1369190700,1369191600,fridge,93
1369192500,1369193400,fridge,93
1369195200,1369196100,fridge,93
1369197900,1369198800,fridge,93
1369200600,1369201500,fridge,93
1369202400,1369203300,fridge,93
1369205100,1369206000,fridge,93
1369207800,1369208700,fridge,93
1369210500,1369211400,fridge,93
1369211400,1369273500,laptop,93
1369211400,1369236600,monitor,93
1369212300,1369213200,fridge,93
1369212300,1369253700,speakers,93
1369215000,1369215900,fridge,93
1369217700,1369218600,fridge,93
1369219500,1369220400,fridge,93
1369221300,1369222200,microwave,93
1369222200,1369223100,fridge,93
1369224900,1369225800,fridge,93
1369226700,1369228500,fridge,93
1369229400,1369230300,fridge,93
1369232100,1369233000,fridge,93
1369234800,1369235700,fridge,93
1369235700,1369238400,running_machine,93
1369238400,1369273500,monitor,94
1369239300,1369240200,fridge,94
1369242000,1369242900,fridge,94
1369244700,1369245600,fridge,94
1369245600,1369248300,rice_cooker,94
1369246500,1369247400,fridge,94
1369246500,1369247400,toaster,94
1369249200,1369250100,fridge,94
1369250100,1369254600,dish_washer,94
1369251000,1369252800,fridge,94
1369253700,1369255500,fridge,94
1369254600,1369257300,laptop2,94
1369256400,1369257300,fridge,94
1369259100,1369260000,fridge,94
1369260900,1369261800,fridge,94
1369263600,1369265400,laptop2,94
1369263600,1369264500,fridge,94
1369268100,1369269000,fridge,94
1369270800,1369271700,fridge,94
